TopicEng	TopicKor	TopicViet	TopicDetailEng	TopicDetailKor	TopicDetailVet	No	QuestionsEng	QuestionsKor	QuestionsViet	AnswersEng	AnswersKor	AudioQuestionsEng	AudioQuestionsKor
Beach	해변	Bãi biển	A memorable beautiful beach	기억에 남는 아름다운 해변	Bãi biển đẹp đáng nhớ	5	Tell us about a particularly memorable or beautiful beach. What does that place look like? What was your impression and what did you see there? Tell us in detail what that particular beach looks like	특히 기억에 남거나 아름다웠던 바닷가에 대해서 이야기해 주십시오. 그곳은 어떻게 생겼습니까? 그곳에서 어떤 인상을 받았고 무엇을 보았습니까? 그 특별했던 해변이 어떻게 생겼는지 자세히 말씀해 주십시오.	Hãy kể về một bãi biển đặc biệt đáng nhớ hoặc đẹp. Nơi đó trông như thế nào? Bạn có ấn tượng gì và đã thấy những gì ở đó? Hãy mô tả chi tiết bãi biển đặc biệt đó trông như thế nào.	"- I really love going to the beach, and my favorite one is Da Nang Beach in central Vietnam. It is located along the eastern coast of the city and is very easy to access from the city center.
- The beach is long and wide, with soft white sand and clear blue water. The waves are usually gentle, so it is safe for swimming. Along the beach, there are rows of palm trees and a long walking path where people can relax and enjoy the sea breeze.
- When I go there, I usually wake up early to watch the sunrise, which is very beautiful and peaceful. I often take a walk along the shore, swim in the ocean, or sit on the sand and listen to the sound of the waves.
- I like Da Nang Beach because it is clean, calm, and not too crowded. It gives me a relaxing feeling and helps me forget about stress from daily life."		https://luandai123.github.io/OpicTest/Beach_1.mp3	https://luandai123.github.io/OpicTest/K_Beach_5.mp3
Beach	해변	Bãi biển	A memorable beach experience	기억에 남는 해변 경험	Trải nghiệm đáng nhớ tại bãi biển	6	There are a lot of fun and memorable things that often happen at the beach or pool. Pick a memorable thing that happened when you went to the beach and tell me about it. It doesn't matter if it's funny, surprising or scary. Tell me. Details what it is please let me know	바닷가나 해수욕장에서는 신나고 기억에 남은 많은 일이 종종 일어납니다. 바닷가에서 일어났던 일들 중 기억에 남는 일을 하나 골라 이야기해 주십시오. 우스웠거나 놀라웠거나 무서웠던 일도 좋습니다. 어떤 일이었는지 자세히 말씀해 주십시오.	Ở bãi biển hay khu tắm biển thường xảy ra nhiều chuyện thú vị và đáng nhớ. Hãy chọn một chuyện đáng nhớ đã xảy ra ở bãi biển và kể cho tôi nghe. Dù là chuyện buồn cười, bất ngờ hay đáng sợ cũng được. Hãy kể chi tiết chuyện đó là gì.	"- One very memorable thing that happened to me at the beach was both surprising and a little scary. It happened at Da Nang Beach when I went there with my friends during the summer.
- That day, the weather was sunny and the sea looked very calm, so we decided to swim. At first, everything was fine, and we were enjoying the water and laughing together. However, after a while, the waves suddenly became stronger, and I was pulled farther away from the shore than I expected.
- For a moment, I felt nervous because I realized I was getting tired and couldn’t stand on the sand anymore. Luckily, a lifeguard noticed the situation and quickly came over to help me get back to the shore.
- After that, I rested on the beach and drank some water. Although it was a scary experience, it taught me to be more careful and respect the ocean. It’s something I will never forget."		https://luandai123.github.io/OpicTest/Beach_6.mp3	https://luandai123.github.io/OpicTest/K_Beach_6.mp3
Domestic trip	국내 여행	Du lịch trong nước	Domestic travel preferences	국내 여행 선호도	Sở thích du lịch trong nước	1	You indicated in the survey that you like to travel domestically. Tell me about some of the places you like to travel to and why you like going there	설문지에 국내에서 휴가를 보내신다고 표시하셨습니다. 여행하고 싶은 장소와 그곳에 가는 것을 좋아하시는 이유에 대해 말씀해 주십시오.	Trong bảng khảo sát, bạn đã cho biết bạn đi nghỉ trong nước. Hãy kể về nơi bạn muốn đi và lý do bạn thích đến đó.	"- Yes, I really enjoy traveling domestically because it is convenient and allows me to explore different parts of my country.
- One place I like to travel to is Da Nang. I enjoy going there because it has beautiful beaches, delicious seafood, and a relaxing atmosphere. I can enjoy the sea, visit famous attractions like Ba Na Hills, and try many local dishes.
- Another place I like to visit is Da Lat. I like Da Lat because the weather is cool and pleasant, which is very different from other cities. I enjoy walking around the city, visiting flower gardens, and drinking coffee in small, cozy cafés.
- Overall, I like traveling to these places because they help me relax, experience different lifestyles, and create memorable experiences without traveling too far."		https://luandai123.github.io/OpicTest/DomesticTrip_1.mp3	https://luandai123.github.io/OpicTest/K_Domestic trip_1.mp3
Domestic trip	국내 여행	Du lịch trong nước	Trip preparation activities	여행 준비 활동	Các hoạt động chuẩn bị cho chuyến đi	2	Can you tell me about the things you do in order to prepare for trips	여행을 준비하기 위해 하는 일들에 대해 말씀해 주시겠습니까?	Bạn có thể cho tôi biết những việc bạn làm để chuẩn bị cho các chuyến đi không?	"- Before going on a trip, I usually start by deciding on the destination and checking the weather forecast. This helps me know what kind of clothes and items I need to prepare.
- Next, I plan my itinerary in advance. I look up popular attractions, local food, and transportation options so I can save time during the trip. I also book my accommodation and tickets early to avoid last-minute problems.
- After that, I make a packing list. I prepare clothes, personal items, and important documents like my ID, tickets, and phone charger. I also make sure to bring some cash and download useful apps such as maps.
- Finally, I inform my family or friends about my travel plans and double-check everything before leaving. Doing these things helps me feel relaxed and well-prepared for my trip."		https://luandai123.github.io/OpicTest/DomesticTrip_2.mp3	https://luandai123.github.io/OpicTest/K_Domestic trip_2.mp3
Domestic trip	국내 여행	Du lịch trong nước	Trips in your youth (past)	어린 시절 여행 경험 (과거)	Những chuyến đi thời thơ ấu (quá khứ)	3	Tell me about some of the trips that you took in your youth. Where did you go? Who did you go with? And what did you do or see during those early trips	당신이 젊었을 때 갔던 여행에 대해 말해주세요. 어디로 갔나요? 누구 랑 갔는데? 그리고 초기 여행 동안 무엇을 했고 무엇을 보았나요?	Hãy kể về một chuyến đi bạn đã thực hiện khi còn trẻ. Bạn đã đi đâu? Bạn đã đi cùng ai? Và trong những chuyến đi thời trẻ đó, bạn đã làm gì và thấy gì?	"- When I was younger, I went on several memorable trips with my family and school.
- One of my earliest trips was to Da Lat, and I went there with my parents during a school vacation. We visited flower gardens, lakes, and famous tourist spots. I remember enjoying the cool weather and trying local snacks.
- I also went on a school trip to Nha Trang with my classmates. We went to the beach, swam in the ocean, and visited an aquarium. It was exciting to travel with friends and experience new places together.
- During these early trips, I learned a lot about different cities and cultures. They helped me become more independent and sparked my interest in traveling, which I still enjoy today."		https://luandai123.github.io/OpicTest/DomesticTrip_3.mp3	https://luandai123.github.io/OpicTest/K_Domestic trip_3.mp3
Holiday	휴일/명절	Ngày lễ / Ngày nghỉ	Holidays in your country	자국의 휴일과 명절	Ngày lễ và ngày nghỉ ở đất nước bạn	1	Tell me about holidays in your country. What kinds of holidays are there? Which holiday is the biggest? What do people do on that day? Is there any special food for the day	당신 나라의 휴일에 대해 말해 보세요. 어떤 종류의 휴일이 있나요? 어떤 명절이 가장 큰가요? 그날 사람들은 무엇을 합니까? 오늘의 특별한 음식이 있나요?	Hãy nói về các ngày lễ ở đất nước bạn. Có những loại ngày lễ nào? Ngày lễ nào lớn nhất? Mọi người làm gì vào ngày đó? Có món ăn đặc biệt nào cho ngày đó không?	"- In my country, Vietnam, there are many different kinds of holidays, including national holidays, traditional holidays. Some common ones are National Day, Hung Kings’ Festival, and Lunar New Year.
- The biggest and most important holiday is Tet, or Lunar New Year. It usually takes place at the end of January or the beginning of February, depending on the lunar calendar.
- On Tet, people usually return to their hometowns to spend time with their families. They clean and decorate their houses, visit relatives, give lucky money to children, and go to temples to pray for good luck and health.
- There is also special food for Tet. Families prepare traditional dishes such as banh chung, which is a square sticky rice cake, along with pickled vegetables, boiled chicken, and various kinds of sweets.
- Overall, Tet is a very meaningful holiday because it brings families together and marks a fresh start for the new year."		https://luandai123.github.io/OpicTest/Holiday_1.mp3	https://luandai123.github.io/OpicTest/K_Holiday_1.mp3
Holiday	휴일/명절	Ngày lễ / Ngày nghỉ	Holiday and activities from start to finish	휴일 활동 (처음부터 끝까지)	Hoạt động trong ngày lễ từ đầu đến cuối	2	Just pick one of the holidays, and describe it to me in detail. What activities do you usually do with your family during the holiday? Please tell me about all the activities from the beginning to the end	휴일 중 하나를 선택하여 자세히 설명해주세요. 명절에는 가족과 함께 주로 어떤 활동을 하시나요? 처음부터 끝까지 모든 활동에 대해 알려주세요.	Hãy chọn một ngày lễ và mô tả chi tiết. Vào ngày lễ đó, bạn thường làm những hoạt động gì cùng gia đình? Hãy cho tôi biết tất cả các hoạt động từ đầu đến cuối.	"- I’d like to talk about Tet, which is the most important holiday in Vietnam. It usually takes place in late January or early February, and it is a time for family gatherings and new beginnings.
- Before Tet starts, my family prepares by cleaning the house and decorating it with flowers like peach blossoms or apricot flowers. We also go shopping together to buy new clothes and food for the holiday.
- On New Year’s Eve, we gather at home and have a big family dinner. At midnight, we watch fireworks on TV and welcome the new year together.
- On the first day of Tet, we wake up early, wear new clothes, and visit our relatives to give New Year greetings. My parents give lucky money to children, and we spend time talking, eating, and enjoying traditional food.
- During the rest of the holiday, we visit more relatives, go to temples to pray for good luck, and sometimes go out for short trips. From beginning to end, Tet is a meaningful time that helps my family feel closer and more connected."		https://luandai123.github.io/OpicTest/Holiday_2.mp3	https://luandai123.github.io/OpicTest/K_Holiday_2.mp3
House	집/주거	Nhà ở	Describing your home, rooms, and favorite room	집 묘사, 방 종류, 좋아하는 방	Mô tả nhà, các phòng và phòng yêu thích	1	I want to know where you live. Can you describe your home? What does it look like? How many rooms are there	어디에 사는지 알고 싶습니다. 집에 대해 묘사해 줄 수 있습니까? 어떻게 생겼습니까? 방이 몇 개입니까?	Tôi muốn biết bạn sống ở đâu. Bạn có thể mô tả ngôi nhà của mình không? Nó trông như thế nào? Có bao nhiêu phòng?	"- I live in an apartment in Thai Nguyen, and it is comfortable and well-organized.
- When you enter my home, you first see the living room. It has a sofa, a coffee table, and a TV, and this is where my family usually spends time together in the evening.
- Next to the living room is the kitchen. It is not very big, but it has everything we need, such as a refrigerator, and cabinets. My family cooks and eats most of our meals there.
- My apartment has two bedrooms. One is my parents’ bedroom, and the other one is mine. My bedroom is my favorite room because it is quiet and cozy. It has a bed, a desk, a bookshelf, and a window that brings in a lot of natural light.
- Overall, my home feels warm and relaxing, and it is a place where I feel most comfortable."		https://luandai123.github.io/OpicTest/House_1.mp3	https://luandai123.github.io/OpicTest/K_House_1.mp3
House	집/주거	Nhà ở	Describing your home, rooms, and favorite room	집 묘사, 방 종류, 좋아하는 방	Mô tả nhà, các phòng và phòng yêu thích	2	I want to know where you live. Tell us about each room in your home. Tell us about your favorite room. What does it look like	당신이 어디에 사는지 알고 싶습니다. 집에 있는 각각의 방들에 대해 말씀해 주십시오. 가장 좋아하는 방에 대해 말씀해 주십시오. 어떻게 생겼나요?	Tôi muốn biết bạn sống ở đâu. Hãy kể về từng phòng trong nhà bạn. Hãy kể về căn phòng bạn thích nhất. Nó trông như thế nào?	"- I live in an apartment in Thai Nguyen, and it is comfortable and well-organized.
- When you enter my home, you first see the living room. It has a sofa, a coffee table, and a TV, and this is where my family usually spends time together in the evening.
- Next to the living room is the kitchen. It is not very big, but it has everything we need, such as  a refrigerator, and cabinets. My family cooks and eats most of our meals there.
- My apartment has two bedrooms. One is my parents’ bedroom, and the other one is mine. My bedroom is my favorite room because it is quiet and cozy. It has a bed, a desk, a bookshelf, and a window that brings in a lot of natural light.
- Overall, my home feels warm and relaxing, and it is a place where I feel most comfortable."		https://luandai123.github.io/OpicTest/House_2.mp3	https://luandai123.github.io/OpicTest/K_House_2.mp3
House	집/주거	Nhà ở	Noisy neighbor (problem → solution)	시끄러운 이웃 문제와 해결 방법	Vấn đề hàng xóm ồn ào và cách giải quyết	3	You have a noisy neighbor who disturbs your peace. How would you handle this situation	당신의 조용함을 방해하는 시끄러운 이웃이 있습니다. 이 상황을 어떻게 처리하겠습니까?	Bạn có một người hàng xóm ồn ào làm phiền sự yên tĩnh của bạn. Bạn sẽ xử lý tình huống này như thế nào?	"- If I had a noisy neighbor who disturbed my peace, I would try to handle the situation calmly and politely.
- First, I would talk to the neighbor in person and explain the problem in a friendly way. I would let them know when the noise usually happens and how it affects me, such as disturbing my sleep or work.
- If the noise continued, I would try to find a compromise, like asking them to lower the volume during late hours or agree on quiet times.
- If talking to them didn’t work, I would contact the building management or landlord and report the issue. As a last resort, I might use earplugs or noise-canceling headphones.
- Overall, I believe communication and patience are the best ways to solve this kind of problem without causing conflict."		https://luandai123.github.io/OpicTest/House_5.mp3	https://luandai123.github.io/OpicTest/K_House_3.mp3
House	집/주거	Nhà ở	Living alone vs. with roommates	혼자 사는 것 vs. 룸메이트와 사는 것	Sống một mình so với sống cùng bạn cùng phòng	4	Do you think living alone in an apartment is easier or harder compared to living with roommates? Why	룸메이트와 함께 사는 것보다 아파트에서 혼자 사는 것이 더 쉽거나 더 어렵다고 생각하십니까? 이유는 무엇인가요?	Bạn nghĩ sống một mình trong căn hộ dễ hơn hay khó hơn so với sống cùng bạn cùng phòng? Lý do là gì?	"- I think living alone in an apartment is easier in some ways, but harder in others, compared to living with roommates.
- Living alone is easier because I have more privacy and freedom. I can make my own schedule, keep the place as clean as I want, and enjoy peace and quiet without worrying about disturbing others. It’s also less stressful because there are no conflicts over chores or personal space.
- However, living alone can be harder because it is more expensive. I have to pay all the rent, utilities, and other costs by myself. It can also feel lonely at times, especially after a long day.
- Overall, I think living alone is easier if you value independence and quiet, but living with roommates can be better if you want to save money and enjoy more social interaction."		https://luandai123.github.io/OpicTest/House_7.mp3	https://luandai123.github.io/OpicTest/K_House_4.mp3
House	집/주거	Nhà ở	Comparing childhood home and current home	어린 시절 집과 현재 집 비교	So sánh nhà thời thơ ấu và nhà hiện tại	5	Describe the house you lived in as a child. How is it different from the house you're in now? What are the similarities	어릴 때 살았던 집을 설명해 주십시오. 현재 살고 있는 집과 어떻게 달랐습니까? 어떤 점이 비슷합니까?	Hãy mô tả ngôi nhà bạn đã sống khi còn nhỏ. Nó khác với ngôi nhà hiện tại của bạn như thế nào? Có điểm gì giống nhau?	"- When I was a child, I lived in a small house with my family in a quiet neighborhood. It was a simple one-story house with a small yard in front where I used to play with my friends. The house had a living room, a kitchen, and two bedrooms, and it felt very warm and cozy.
- Now, I live in an apartment, which is quite different from my childhood home. My current place is on a higher floor and doesn’t have a yard. It’s more modern, with newer furniture and a more compact layout. Also, the apartment feels more convenient because it’s closer to the city center.
- However, there are also some similarities between the two homes. Both places are comfortable and well-organized, and they are spaces where my family can relax and spend time together. Most importantly, both homes feel safe and familiar to me, which makes them special in their own way."		https://luandai123.github.io/OpicTest/House_3.mp3	https://luandai123.github.io/OpicTest/K_House_5.mp3
House	집/주거	Nhà ở	Memories of childhood home and surrounding area	어린 시절 집과 주변 기억	Ký ức về ngôi nhà và khu vực xung quanh thời thơ ấu	6	Tell us about where you lived as a child and the surrounding area. What do you remember about that place? Describe your childhood home in detail	어렸을 때 살던 곳과 주변 지역에 대해 이야기해 주십시오. 그 장소에 대해 무엇을 기억합니까? 어린 시절의 집을 자세히 묘사하십시오.	Hãy kể về nơi bạn từng sống khi còn nhỏ và khu vực xung quanh đó. Bạn nhớ gì về nơi đó? Hãy mô tả chi tiết ngôi nhà thời thơ ấu của bạn.	"- When I was a child, I lived in a small house in a quiet neighborhood, and it’s a place I still remember very clearly. The area was mostly residential, with narrow streets, small shops, and many friendly neighbors. There were lots of trees around, so the neighborhood felt calm and safe, and children often played outside together.
- My childhood home was a one-story house with a simple design. In front of the house, there was a small yard where my family kept some plants, and I often played there after school. Inside, the house had a living room, a kitchen, and two bedrooms. The living room was the center of the house, where my family gathered to watch TV and talk in the evenings.
- I remember the house feeling warm and cozy, even though it wasn’t very big. That place brings back many happy memories of my childhood and makes me feel nostalgic whenever I think about it."		https://luandai123.github.io/OpicTest/House_6.mp3	https://luandai123.github.io/OpicTest/K_House_6.mp3
House	집/주거	Nhà ở	Making an apartment feel like home	아파트를 집처럼 만드는 방법	Cách biến căn hộ thành ngôi nhà thực sự	7	After living alone in an apartment for some time, what changes have you made to make it feel more like home	한동안 아파트에서 혼자 살고 난 후, 집처럼 느껴지도록 어떤 변화를 가져왔나요?	Sau một thời gian sống một mình trong căn hộ, bạn đã thực hiện những thay đổi nào để nó cảm thấy giống như nhà của mình?	"- After living alone in my apartment for some time, I’ve made several changes to make it feel more like home.
- First, I added personal decorations such as photos of my family and friends, small plants, and some artwork. These items make the space feel warmer and more personal.
- I also rearranged the furniture to create a more comfortable and practical layout. For example, I set up a cozy corner with a chair and a lamp where I can relax or read.
- In addition, I invested in soft lighting, curtains, and cushions to make the apartment feel more comfortable and relaxing. I also keep the place clean and organized, which helps me feel calm and settled.
- Overall, these small changes have made my apartment feel cozy, familiar, and truly like home."		https://luandai123.github.io/OpicTest/House_4.mp3	https://luandai123.github.io/OpicTest/K_House_7.mp3
No work experience	직장 경험 없음	Chưa có kinh nghiệm làm việc	Previous work experience	이전 직장 경험	Kinh nghiệm làm việc trước đây	1	Do you have any previous work experience? If yes, what did you do	이전에 일한 경험이 있나요? 있다면 무슨 일을 했나요?	Bạn đã từng có kinh nghiệm làm việc trước đây chưa? Nếu có, bạn đã làm công việc gì?	"- I don’t have formal work experience yet, but I have gained a lot of experience through personal projects and responsibilities at home.
- For example, I have organized and managed my own study schedule and small personal projects, like learning a new language and improving my computer skills. I had to plan carefully, stay disciplined, and meet my own goals, which taught me responsibility and time management.
- I have also helped my family with tasks like budgeting, shopping, and organizing events, which gave me practical experience in planning and teamwork.
- Even without a formal job, these experiences have helped me develop important skills that I think will be useful in a professional environment, such as organization, problem-solving, and communication."		https://luandai123.github.io/OpicTest/NoWorkExperience_1.mp3	https://luandai123.github.io/OpicTest/K_No work experience_1.mp3
No work experience	직장 경험 없음	Chưa có kinh nghiệm làm việc	Time management without work experience	직장 경험 없이 시간 관리하기	Quản lý thời gian khi chưa có kinh nghiệm làm việc	2	How do you effectively manage your time without any work experience	일한 경험이 없다면 어떻게 시간을 효과적으로 관리합니까?	Nếu chưa có kinh nghiệm làm việc, bạn quản lý thời gian hiệu quả như thế nào?	"- Even though I don’t have formal work experience, I have learned to manage my time effectively through school, personal projects, and daily responsibilities.
- I usually start by making a schedule or to-do list for the day or week. This helps me know what tasks are most important and when I should complete them.
- I also set specific goals for each task, like finishing homework before a certain time or practicing a skill for a set number of hours. This keeps me focused and avoids wasting time.
- Sometimes, I use techniques like breaking big tasks into smaller steps or setting reminders on my phone. These methods help me stay organized and make sure I finish everything on time.
- Overall, even without a job, I have learned to plan carefully, stay disciplined, and prioritize tasks, which helps me use my time efficiently."		https://luandai123.github.io/OpicTest/NoWorkExperience_2.mp3	https://luandai123.github.io/OpicTest/K_No work experience_2.mp3
No work experience	직장 경험 없음	Chưa có kinh nghiệm làm việc	Preparing for an interview without work experience	직장 경험 없이 면접 준비하기	Chuẩn bị phỏng vấn khi chưa có kinh nghiệm làm việc	3	How do you prepare for an interview with no work experience	일한 경험이 없을 때 인터뷰 준비를 어떻게 하나요?	Khi chưa có kinh nghiệm làm việc, bạn chuẩn bị cho buổi phỏng vấn như thế nào?	"- Even though I don’t have formal work experience, I still prepare carefully for interviews.
- First, I research the company and learn about its products, services, and values. This helps me understand what the company is looking for and how I can contribute.
- Next, I review my own skills and experiences, like school projects, volunteer work, or personal projects, and think about how they relate to the position. I also prepare examples to show my responsibility, teamwork, and problem-solving skills.
- I usually practice answering common interview questions with a friend or in front of a mirror. This helps me speak clearly, confidently, and naturally.
- Finally, I make sure to dress appropriately, arrive on time, and bring necessary documents. Preparing this way helps me feel confident, even without previous work experience."		https://luandai123.github.io/OpicTest/NoWorkExperience_3.mp3	https://luandai123.github.io/OpicTest/K_No work experience_3.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Adjusting to life after school	학교 졸업 후 적응하기	Thích nghi với cuộc sống sau khi rời trường	1	How did you adjust to life outside of school	학교 밖 생활에 어떻게 적응했습니까?	Bạn đã thích nghi với cuộc sống ngoài trường học như thế nào?	"After finishing school, adjusting to life outside of a structured environment was a bit challenging at first.
I focused on creating a daily routine to manage my time effectively.
I also tried to gain practical experience through personal projects and volunteering, which helped me develop discipline and teamwork skills.
By gradually taking responsibility for my own schedule and decisions, I was able to adapt to life outside of school smoothly."		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_1.mp3	https://luandai123.github.io/OpicTest/K_Life after school _Graduation_1.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Major changes experienced after graduation	졸업 후 경험한 주요 변화	Những thay đổi lớn sau khi tốt nghiệp	2	What were some of the biggest changes you experienced after graduating	졸업 후 가장 큰 변화는 무엇입니까?	Thay đổi lớn nhất sau khi tốt nghiệp là gì?	"One of the biggest changes after graduating was gaining more independence.
I had to manage my finances, plan my own activities, and make important decisions without guidance from teachers or a structured timetable.
Another change was the need to be more self-motivated and responsible, as no one reminded me to study or complete tasks.
Finally, I also experienced a shift in social life, because I had to build my own network and spend more time managing personal priorities."		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_2.mp3	https://luandai123.github.io/OpicTest/K_Life after school _Graduation_2.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Advice for someone who left school	학교를 떠난 사람에게 하는 조언	Lời khuyên cho người vừa rời trường	3	What advice would you give to someone who just left school	방금 학교를 떠난 사람에게 어떤 조언을 해주고 싶습니까?	Bạn muốn đưa ra lời khuyên gì cho người vừa mới rời trường học?	I would say: try to learn new skills and stay curious. Real life is very different from school, so don't be afraid to make mistakes and keep going. Also, try to build good habits early, like saving money and waking up on time. Most importantly, find work that you actually enjoy, not just work that pays well.		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_3.mp3	https://luandai123.github.io/OpicTest/K_LifeAfterSchool _Graduation_3.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Benefits of no school schedule	학교 일정이 없는 것의 장점	Lợi ích khi không còn lịch học cố định	4	What are some of the benefits of not having a structured school schedule anymore	더 이상 학교에 다니지 않으면 어떤 좋은 점이 있습니까?	Việc không còn đi học nữa có những điểm tốt nào?	You can manage your own time freely. You can choose what to learn and when to rest. I think it helps you become more independent and responsible. For example, you can spend more time on things you are truly passionate about. You can also work at your own pace, which makes learning feel more natural and enjoyable.		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_4.mp3	https://luandai123.github.io/OpicTest/K_LifeAfterSchool _Graduation_4.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Education preparing for life	교육이 삶을 준비시켜 주는 방법	Giáo dục chuẩn bị cho cuộc sống sau tốt nghiệp	5	Looking back, how do you think your education prepared you for life after graduation	돌이켜보면, 당신의 교육 기초가 졸업 후의 삶에 어떻게 도움이 되었다고 생각합니까?	Nhìn lại, bạn nghĩ nền tảng giáo dục của mình đã giúp ích như thế nào cho cuộc sống sau khi tốt nghiệp?	School taught me basic knowledge and how to solve problems step by step. It also helped me learn how to work with others and meet deadlines. However, I think the most valuable thing was learning how to study on my own. That skill is something I still use every day in my job and personal life.		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_5.mp3	https://luandai123.github.io/OpicTest/K_LifeAfterSchool _Graduation_5.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Education preparing for life	교육이 삶을 준비시켜 주는 방법	Giáo dục chuẩn bị cho cuộc sống sau tốt nghiệp	6	What skills did you develop while in school that helped you in your career	학교 다닐 때 어떤 능력을 개발하여 경력에 도움이 되었나요?	Khi còn đi học, bạn đã phát triển những kỹ năng nào giúp ích cho sự nghiệp của mình?	I learned how to think logically and work in a team. I also improved my communication skills and time management, which are very useful at work. In addition, I developed the habit of researching information carefully before making decisions. That has helped me a lot, especially when I face problems at work that I have never seen before.		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_6.mp3	https://luandai123.github.io/OpicTest/K_LifeAfterSchool _Graduation_6.mp3
Life after school _Graduation	졸업 후 생활	Cuộc sống sau khi tốt nghiệp	Motivation & continuous learning	동기 부여와 지속적인 학습	Động lực và việc học tập liên tục sau trường	7	What are some of the ways you stay motivated and continue learning now that you're no longer in school	더 이상 학교에 다니지 않는 지금, 동기를 유지하고 계속 학습하는 방법은 무엇인가요?	Bây giờ khi không còn đi học nữa, làm thế nào để bạn duy trì động lực và tiếp tục học hỏi?	I set small goals and track my progress. I also follow online courses and try to apply what I learn to real projects. That keeps me motivated. Another thing I do is join online communities where people share the same interests. Seeing others make progress also pushes me to keep learning and improving myself.		https://luandai123.github.io/OpicTest/LifeAfterSchool _Graduation_7.mp3	https://luandai123.github.io/OpicTest/K_LifeAfterSchool _Graduation_7.mp3
Do not participate in sports	운동 비참여	Không tham gia thể thao	Not participating in sports (reasons)	운동에 참여하지 않는 이유	Lý do không tham gia thể thao	1	Can you give me an example of a situation where you decided not to participate in a sport or physical activity for personal reasons	개인적인 이유로 스포츠나 신체 활동에 참여하지 않기로 결정한 상황의 예를 들어줄 수 있습니까?	Bạn có thể cho tôi một ví dụ về tình huống mà bạn quyết định không tham gia thể thao hoặc hoạt động thể chất vì lý do cá nhân không?	Yes. Once, my friends invited me to play soccer, but I had a minor knee injury, so I had to say no. I was worried about making it worse. I felt a little left out at first, but I knew it was the right decision. Instead, I watched them play and cheered from the side. After my knee recovered, I joined them again the following week.		https://luandai123.github.io/OpicTest/DoNotParticipateInSports_1.mp3	https://luandai123.github.io/OpicTest/K_DoNotParticipateInSports_1.mp3
Do not participate in sports	운동 비참여	Không tham gia thể thao	Free time without sports	운동 없이 자유 시간 보내기	Cách sử dụng thời gian rảnh khi không tham gia thể thao	2	How do you usually spend your free time when you're not involved in sports or physical activities	스포츠나 신체 활동을 하지 않을 때에는 주로 여가 시간을 어떻게 보내십니까?	Khi không tham gia thể thao hoặc hoạt động thể chất, bạn thường dành thời gian rảnh của mình như thế nào?	I usually read books, watch videos online, or work on personal coding projects. Sometimes I just relax and listen to music. I also enjoy exploring new cafes or restaurants near my house on weekends. I find that having a mix of productive and relaxing activities helps me recharge and feel balanced.		https://luandai123.github.io/OpicTest/DoNotParticipateInSports_2.mp3	https://luandai123.github.io/OpicTest/K_DoNotParticipateInSports_2.mp3
Do not participate in sports	운동 비참여	Không tham gia thể thao	Free time without sports	운동 없이 자유 시간 보내기	Cách sử dụng thời gian rảnh khi không tham gia thể thao	3	What are some other activities you enjoy doing instead of playing sports or exercising	스포츠나 운동 외에 즐기는 다른 활동은 무엇입니까?	Ngoài thể thao hoặc tập luyện, bạn còn thích những hoạt động nào khác?	I enjoy programming, watching tech videos, and occasionally cooking. I also like going for a short walk in the evening to clear my mind. Sometimes I try new recipes at home, which I find both fun and relaxing. I think as long as you enjoy what you're doing, it doesn't have to be a sport to be meaningful.		https://luandai123.github.io/OpicTest/DoNotParticipateInSports_3.mp3	https://luandai123.github.io/OpicTest/K_DoNotParticipateInSports_3.mp3
Do not participate in sports	운동 비참여	Không tham gia thể thao	Encouraging someone else	다른 사람에게 운동 권유하기	Khuyến khích người khác tham gia thể thao	4	Have you ever encouraged someone else to get involved in sports or physical activities? What was the outcome	다른 사람에게 스포츠나 신체 활동에 참여하도록 권유한 적이 있습니까? 결과는 어땠습니까?	Bạn đã từng khuyến khích người khác tham gia thể thao hoặc hoạt động thể chất chưa? Kết quả như thế nào?	Yes, I encouraged my younger brother to try jogging every morning. At first he was lazy, but after a few weeks he started to enjoy it and now he runs regularly. He told me he feels much more energetic and focused during the day. I was really happy to see that change in him. It made me want to be more active myself too.		https://luandai123.github.io/OpicTest/DoNotParticipateInSports_4.mp3	https://luandai123.github.io/OpicTest/K_DoNotParticipateInSports_4.mp3
